C,MN,SI,S,CR,NI,MO,AL,TI,V,B,W,CO,H2,N,O2,Ladle_No.,Ladle_Life,LF Chamber Out Temp,Casting Temp,Liquidus Temp,Super-heat,Cast Time,Casting Speed,Defect
0.398,0.92,0.3,0.019,1.01,0.08,0.163,0.018,0.003,0.004,0.0002,0.002,0.007,1.43,49,0,6,22,1542,1542,1494,48,35,2.48,1
0.398,0.92,0.3,0.019,1.01,0.08,0.163,0.018,0.003,0.004,0.0002,0.002,0.007,1.43,49,0,6,22,1542,1542,1494,48,35,2.11,1
0.116,0.41,0.17,0.001,2.34,0.09,0.943,0.027,0.002,0.014,0.0002,0.007,0.008,0.91,48,0,12,21,1592,1575,1515,60,35,5.69,1
0.116,0.41,0.17,0.001,2.34,0.09,0.943,0.027,0.002,0.014,0.0002,0.007,0.008,0.91,48,0,12,21,1592,1575,1515,60,35,5.69,1
0.406,0.8,0.23,0.001,1.06,0.07,0.256,0.03,0.003,0.006,0.0001,0.002,0.007,0.89,55,0,2,7,1570,1551,1494,57,35,5.68,1
0.406,0.8,0.23,0.001,1.06,0.07,0.256,0.03,0.003,0.006,0.0001,0.002,0.007,0.89,55,0,2,7,1570,1551,1494,57,35,5.68,1
0.166,1.16,0.28,0.001,0.15,0.22,0.033,0.023,0.003,0.005,0.0002,0.001,0.006,1.26,44,0,5,7,1565,1562,1514,48,30,2.3,1
0.166,1.16,0.28,0.001,0.15,0.22,0.033,0.023,0.003,0.005,0.0002,0.001,0.006,1.26,44,0,5,7,1565,1562,1514,48,30,2.18,1
0.302,0.65,0.25,0.001,2.46,0.08,0.218,0.028,0.002,0.13,0.0002,0.002,0.009,0.94,56,0,6,25,1570,1560,1499,61,44,5.25,1
0.302,0.65,0.25,0.001,2.46,0.08,0.218,0.028,0.002,0.13,0.0002,0.002,0.009,0.94,56,0,6,25,1570,1560,1499,61,44,5.25,1
0.429,0.94,0.35,0.023,1.02,0.05,0.169,0.022,0.004,0.008,0.0003,0.001,0.006,1.46,65,0,5,20,1546,1546,1494,52,40,2.13,1
0.429,0.94,0.35,0.023,1.02,0.05,0.169,0.022,0.004,0.008,0.0003,0.001,0.006,1.46,65,0,5,4,1546,1546,1494,52,40,2.3,1
0.16,1.19,0.25,0,0.16,0.12,0.036,0.026,0.002,0.005,0.0001,0.001,0.005,0.89,48,0,12,25,1587,1567,1514,53,29,5.85,1
0.16,1.19,0.25,0,0.16,0.12,0.036,0.026,0.002,0.005,0.0001,0.001,0.005,0.89,48,0,12,25,1587,1567,1514,53,29,5.85,1
0.304,0.53,0.27,0.012,1.87,1.85,0.422,0.028,0.003,0.009,0.0002,0.006,0.028,0.9,55,0,5,10,1568,1548,1494,54,40,4.535,1
0.304,0.53,0.27,0.012,1.87,1.85,0.422,0.028,0.003,0.009,0.0002,0.006,0.028,0.9,55,0,5,10,1568,1548,1494,54,40,4.535,1
0.42,1.03,0.31,0.009,1.14,0.06,0.198,0.018,0.003,0.006,0.0002,0.001,0.006,1.27,56,0,5,20,1539,1539,1491,48,30,2.25,1
0.42,1.03,0.31,0.009,1.14,0.06,0.198,0.018,0.003,0.006,0.0002,0.001,0.006,1.27,56,0,5,4,1539,1539,1491,48,30,2.38,1
0.357,0.62,0.22,0,1.6,1.64,0.27,0.033,0.002,0.009,0.0002,0.005,0.021,0.89,45,0,5,11,1559,1549,1492,57,35,4.78,1
0.357,0.62,0.22,0,1.6,1.64,0.27,0.033,0.002,0.009,0.0002,0.005,0.021,0.89,45,0,5,11,1559,1549,1492,57,35,4.78,1
0.416,1.05,0.29,0.01,1.14,0.16,0.197,0.019,0.003,0.006,0.0002,0.001,0.008,1.34,48,0,12,27,1537,1537,1491,46,30,2.31,1
0.416,1.05,0.29,0.01,1.14,0.16,0.197,0.019,0.003,0.006,0.0002,0.001,0.008,1.34,48,0,12,27,1537,1537,1491,46,30,2.12,1
0.391,0.96,0.3,0.019,1,0.21,0.164,0.023,0.003,0.005,0.0002,0.002,0.011,1.44,55,0,12,28,1542,1542,1494,48,30,2.43,1
0.391,0.96,0.3,0.019,1,0.21,0.164,0.023,0.003,0.005,0.0002,0.002,0.011,1.44,55,0,12,28,1542,1542,1494,48,30,2.36,1
0.098,0.43,0.22,0.001,2.28,0.11,0.942,0.031,0.002,0.009,0.0002,0.005,0.009,0.94,58,0,5,13,1591,1575,1515,60,36,5.62,1
0.098,0.43,0.22,0.001,2.28,0.11,0.942,0.031,0.002,0.009,0.0002,0.005,0.009,0.94,58,0,5,13,1591,1575,1515,60,36,5.62,1
0.157,0.82,0.26,0.001,1.06,1.03,0.141,0.031,0.003,0.007,0.0002,0.003,0.026,1.39,55,0,2,14,1562,1562,1508,54,30,2.39,1
0.157,0.82,0.26,0.001,1.06,1.03,0.141,0.031,0.003,0.007,0.0002,0.003,0.026,1.39,55,0,2,14,1562,1562,1508,54,30,2.28,1
0.401,0.84,0.38,0.001,1.12,0.34,0.215,0.019,0.003,0.078,0.0002,0.002,0.009,1.35,46,0,2,15,1539,1539,1490,49,25,2.47,1
0.401,0.84,0.38,0.001,1.12,0.34,0.215,0.019,0.003,0.078,0.0002,0.002,0.009,1.35,46,0,2,15,1539,1539,1490,49,25,2.13,1
0.397,0.82,0.23,0.026,1.03,0.09,0.186,0.027,0.002,0.006,0.0001,0.001,0.008,1.3,62,0,7,17,1546,1546,1495,51,30,2.36,0
0.397,0.82,0.23,0.026,1.03,0.09,0.186,0.027,0.002,0.006,0.0001,0.001,0.008,1.3,62,0,7,17,1546,1546,1495,51,30,2.29,0
0.402,0.9,0.26,0.025,1.02,0.19,0.162,0.022,0.002,0.005,0.0002,0.001,0.008,1.34,52,0,2,15,1562,1546,1494,52,30,2.42,1
0.402,0.9,0.26,0.025,1.02,0.19,0.162,0.022,0.002,0.005,0.0002,0.001,0.008,1.34,52,0,2,15,1562,1546,1494,52,30,2.37,1
0.408,0.61,0.25,0.001,0.71,2.54,0.571,0.021,0.0032,0.01,0,0.009,0.035,0.86,50,0,5,15,1558,1545,1485,60,46,4.99,1
0.408,0.61,0.25,0.001,0.71,2.54,0.571,0.021,0.0032,0.01,0,0.009,0.035,0.86,50,0,5,15,1558,1545,1485,60,46,4.99,1
0.388,0.8,0.24,0.023,1.01,0.17,0.194,0.022,0.002,0.007,0.0002,0.003,0.007,1.28,71,0,5,4,1545,1545,1494,51,35,2.31,0
0.305,0.62,0.21,0,2.51,0.14,0.206,0.021,0.002,0.13,0.0002,0.001,0.009,0.92,58,0,3,3,1574,1559,1499,60,40,5.52,1
0.305,0.62,0.21,0,2.51,0.14,0.206,0.021,0.002,0.13,0.0002,0.001,0.009,0.92,58,0,3,3,1574,1559,1499,60,40,5.52,1
0.408,0.95,0.34,0.019,1.03,0.148,0.156,0.02,0.0035,0.009,0.0001,0.001,0.009,1.34,67,0,5,16,1542,1542,1494,48,25,2.37,1
0.408,0.95,0.34,0.019,1.03,0.148,0.156,0.02,0.0035,0.009,0.0001,0.001,0.009,1.34,67,0,5,16,1542,1542,1494,48,25,2.15,1
0.157,1.17,0.2,0.001,0.16,0.11,0.044,0.022,0.001,0.005,0.0001,0,0.006,0.88,52,0,5,17,1582,1568,1514,54,28,5.88,1
0.157,1.17,0.2,0.001,0.16,0.11,0.044,0.022,0.001,0.005,0.0001,0,0.006,0.88,52,0,5,17,1582,1568,1514,54,28,5.88,1
0.482,1.07,0.25,0.011,0.31,0.18,0.067,0.026,0.002,0.047,0.0002,0.002,0.006,0.86,52,0,3,5,1549,1534,1488,46,34,5,1
0.482,1.07,0.25,0.011,0.31,0.18,0.067,0.026,0.002,0.047,0.0002,0.002,0.006,0.86,52,0,3,5,1549,1534,1488,46,34,5,1
0.38,0.91,0.31,0.016,1.02,0.09,0.158,0.022,0.002,0.006,0.0002,0.001,0.007,1.36,49,0,5,18,1563,1544,1494,50,28,1.65,1
0.38,0.91,0.31,0.016,1.02,0.09,0.158,0.022,0.002,0.006,0.0002,0.001,0.007,1.36,49,0,5,18,1563,1544,1494,50,28,1.65,1
0.485,1.05,0.23,0.01,0.33,0.16,0.065,0.023,0.002,0.047,0.0002,0.001,0.007,0.92,48,0,3,6,1566,1540,1488,52,35,4.89,1
0.485,1.05,0.23,0.01,0.33,0.16,0.065,0.023,0.002,0.047,0.0002,0.001,0.007,0.92,48,0,3,6,1566,1540,1488,52,35,4.89,1
0.166,0.81,0.23,0.021,1.03,1.28,0.227,0.029,0.002,0.008,0.0003,0.004,0.022,1.29,51,0,5,19,1558,1558,1507,51,30,2.24,1
0.166,0.81,0.23,0.021,1.03,1.28,0.227,0.029,0.002,0.008,0.0003,0.004,0.022,1.29,51,0,5,19,1558,1558,1507,51,30,2.11,1
0.423,0.89,0.37,0.001,1.13,0.31,0.215,0.012,0.002,0.083,0.0002,0.003,0.009,1.33,49,0,2,20,1538,1538,1490,48,40,2.18,1
0.423,0.89,0.37,0.001,1.13,0.31,0.215,0.012,0.002,0.083,0.0002,0.003,0.009,1.33,49,0,2,20,1538,1538,1490,48,40,2.2,1
0.178,0.67,0.27,0.001,0.18,0.08,0.304,0.025,0.002,0.005,0.0002,0.004,0.005,0.86,45,0,5,20,1594,1574,1513,61,36,4.91,1
0.178,0.67,0.27,0.001,0.18,0.08,0.304,0.025,0.002,0.005,0.0002,0.004,0.005,0.86,45,0,5,20,1594,1574,1513,61,36,4.91,1
0.16,0.52,0.28,0.001,1.58,1.43,0.255,0.026,0.002,0.005,0.0002,0.005,0.027,1.39,75,0,2,21,1640,1564,1508,56,35,2.44,1
0.16,0.52,0.28,0.001,1.58,1.43,0.255,0.026,0.002,0.005,0.0002,0.005,0.027,1.39,75,0,2,21,1640,1564,1508,56,35,2.15,1
0.1,0.32,0.33,0.004,8.63,0.12,0.996,0.014,0.001,0.235,0.0003,0.001,0.023,1.05,352,0,5,21,1570,1557,1501,56,33,4.65,1
0.1,0.32,0.33,0.004,8.63,0.12,0.996,0.014,0.001,0.235,0.0003,0.001,0.023,1.05,352,0,5,21,1570,1557,1501,56,33,4.65,1
0.262,0.47,0.04,0.001,1.17,0.63,0.94,0.004,0.001,0.282,0.0002,0.004,0.011,0.91,48,0,3,8,1574,1556,1503,53,35,4.97,1
0.262,0.47,0.04,0.001,1.17,0.63,0.94,0.004,0.001,0.282,0.0002,0.004,0.011,0.91,48,0,3,8,1574,1556,1503,53,35,4.97,1
0.416,0.85,0.35,0.001,1.12,0.33,0.207,0.015,0.002,0.076,0.0002,0.001,0.01,1.36,61,0,5,20,1540,1540,1490,50,35,2.47,1
0.416,0.85,0.35,0.001,1.12,0.33,0.207,0.015,0.002,0.076,0.0002,0.001,0.01,1.36,61,0,5,4,1540,1540,1490,50,35,2.28,1
0.385,0.82,0.23,0.016,1.02,0.07,0.199,0.015,0.002,0.006,0.0002,0,0.006,1.38,50,0,5,20,1540,1500,1467,33,35,2.13,1
0.385,0.82,0.23,0.016,1.02,0.07,0.199,0.015,0.002,0.006,0.0002,0,0.006,1.38,50,0,5,4,1585,1527,1467,60,35,2.11,1
0.274,0.48,0.07,0.003,1.22,0.65,0.941,0.009,0.001,0.285,0.0002,0.01,0.011,0.82,61,0,7,6,1571,1553,1503,50,33,6.16,1
0.274,0.48,0.07,0.003,1.22,0.65,0.941,0.009,0.001,0.285,0.0002,0.01,0.011,0.82,61,0,7,6,1571,1553,1503,50,33,6.16,1
0.273,0.5,0.05,0.001,1.26,0.614,0.902,0.006,0.0014,0.294,0.0001,0.005,0.012,0.92,65,0,3,6,1576,1565,1503,62,40,5.06,1
0.273,0.5,0.05,0.001,1.26,0.614,0.902,0.006,0.0014,0.294,0.0001,0.005,0.012,0.92,65,0,3,6,1576,1565,1503,62,40,5.06,1
0.164,0.51,0.33,0.002,0.97,3.45,0.248,0.023,0.0031,0.01,0,0.009,0.067,1.38,60,0,7,7,1555,1555,1500,55,30,2.5,1
0.164,0.51,0.33,0.002,0.97,3.45,0.248,0.023,0.0031,0.01,0,0.009,0.067,1.38,60,0,7,7,1555,1555,1500,55,30,2.25,1
0.42,0.73,0.28,0.001,1.16,0.108,0.28,0.023,0.0027,0.007,0,0.001,0.009,0.92,53,0,4,14,1571,1554,1492,62,39,4.96,1
0.42,0.73,0.28,0.001,1.16,0.108,0.28,0.023,0.0027,0.007,0,0.001,0.009,0.92,53,0,4,14,1571,1554,1492,62,39,4.96,1
0.163,0.59,0.26,0.011,1.63,1.573,0.279,0.029,0.0028,0.011,0,0.005,0.029,0.87,92,0,3,12,1580,1563,1505,58,35,4.78,1
0.163,0.59,0.26,0.011,1.63,1.573,0.279,0.029,0.0028,0.011,0,0.005,0.029,0.87,92,0,3,12,1580,1563,1505,58,35,4.78,1
0.414,0.82,0.27,0.026,1.03,0.123,0.183,0.021,0.0033,0.008,0.0001,0.002,0.008,1.37,64,0,4,15,1544,1544,1494,50,30,2.41,1
0.414,0.82,0.27,0.026,1.03,0.123,0.183,0.021,0.0033,0.008,0.0001,0.002,0.008,1.37,64,0,4,15,1544,1544,1494,50,30,2.43,1
0.384,0.81,0.22,0.015,1.03,0.17,0.201,0.016,0.002,0.006,0.0002,0.004,0.007,1.28,69,0,12,24,1540,1540,1494,46,25,2.28,0
0.301,0.32,0.13,0.001,1.43,3,0.552,0.012,0.002,0.113,0.0001,0.009,0.023,0.88,50,0,4,16,1559,1545,1491,54,34,4.99,1
0.301,0.32,0.13,0.001,1.43,3,0.552,0.012,0.002,0.113,0.0001,0.009,0.023,0.88,50,0,4,16,1559,1545,1491,54,34,4.99,1
0.311,0.32,0.1,0.003,1.43,3.02,0.547,0.015,0.002,0.11,0.0001,0.009,0.022,0.9,49,0,3,14,1563,1543,1491,52,35,4.9,1
0.311,0.32,0.1,0.003,1.43,3.02,0.547,0.015,0.002,0.11,0.0001,0.009,0.022,0.9,49,0,3,14,1563,1543,1491,52,35,4.9,1
0.324,0.31,0.15,0.001,1.47,3.01,0.544,0.013,0.002,0.115,0.0002,0.01,0.025,0.98,50,0,12,38,1563,1547,1491,56,35,5.02,1
0.324,0.31,0.15,0.001,1.47,3.01,0.544,0.013,0.002,0.115,0.0002,0.01,0.025,0.98,50,0,12,38,1563,1547,1491,56,35,5.02,1
0.306,0.62,0.24,0.002,2.45,0.08,0.207,0.021,0.002,0.136,0.0002,0.001,0.009,0.9,36,0,7,12,1579,1561,1499,62,40,5.25,1
0.306,0.62,0.24,0.002,2.45,0.08,0.207,0.021,0.002,0.136,0.0002,0.001,0.009,0.9,36,0,7,12,1579,1561,1499,62,40,5.25,1
0.305,0.31,0.14,0.001,1.43,3,0.546,0.012,0.002,0.124,0.0002,0.009,0.024,0.82,45,0,4,18,1561,1543,1491,52,34,4.8,1
0.305,0.31,0.14,0.001,1.43,3,0.546,0.012,0.002,0.124,0.0002,0.009,0.024,0.82,45,0,4,18,1561,1543,1491,52,34,4.8,1
0.155,0.82,0.23,0.022,1.05,1.41,0.229,0.032,0.002,0.007,0.0002,0.005,0.032,1.41,50,0,3,16,1557,1557,1507,50,30,2.49,1
0.155,0.82,0.23,0.022,1.05,1.41,0.229,0.032,0.002,0.007,0.0002,0.005,0.032,1.41,50,0,3,16,1557,1557,1507,50,30,2.28,1
0.621,0.77,1.74,0.001,0.46,0.1,0.043,0.017,0.008,0.004,0.0003,0.002,0.006,1.46,46,0,3,17,1524,1503,1467,36,29,2.26,1
0.621,0.77,1.74,0.001,0.46,0.1,0.043,0.017,0.008,0.004,0.0003,0.002,0.006,1.46,46,0,3,17,1524,1503,1467,36,29,2.39,1
0.171,1.16,0.25,0,0.16,0.11,0.079,0.026,0.002,0.008,0.0002,0,0.005,0.86,55,0,4,19,1591,1576,1514,62,42,5.94,1
0.171,1.16,0.25,0,0.16,0.11,0.079,0.026,0.002,0.008,0.0002,0,0.005,0.86,55,0,4,19,1591,1576,1514,62,42,5.94,1
0.38,0.92,0.31,0.018,1.12,0.1,0.174,0.029,0.003,0.006,0.0002,0.002,0.007,1.39,48,0,9,4,1544,1544,1493,51,30,2.37,1
0.38,0.92,0.31,0.018,1.12,0.1,0.174,0.029,0.003,0.006,0.0002,0.002,0.007,1.39,48,0,9,4,1544,1544,1493,51,30,2.38,1
0.628,0.76,1.74,0.001,0.46,0.12,0.053,0.023,0.009,0.006,0.0003,0.002,0.006,1.45,55,0,4,21,1520,1504,1467,37,30,2.33,1
0.628,0.76,1.74,0.001,0.46,0.12,0.053,0.023,0.009,0.006,0.0003,0.002,0.006,1.45,55,0,4,21,1520,1504,1467,37,30,2.35,1
0.358,0.76,0.22,0.002,0.22,0.07,0.037,0.03,0.001,0.003,0.0001,0.001,0.004,0.92,70,0,2,22,1577,1552,1499,53,9,5.85,1
0.388,0.92,0.27,0,1.04,0.2,0.229,0.029,0.002,0.007,0.0002,0.002,0.008,1.4,48,0,3,20,1545,1540,1497,43,32,2.24,1
0.388,0.92,0.27,0,1.04,0.2,0.229,0.029,0.002,0.007,0.0002,0.002,0.008,1.4,48,0,3,20,1545,1540,1497,43,32,2.17,1
0.355,0.77,0.26,0.002,0.23,0.15,0.064,0.027,0.002,0.004,0.0001,0.001,0.004,0.74,50,0,7,4,1567,1552,1499,53,36,4.94,1
0.122,0.42,0.5,0.001,1.12,0.06,0.498,0.027,0.003,0.004,0.0002,0.001,0.005,0.98,45,0,10,2,1593,1574,1515,59,31,6.09,1
0.122,0.42,0.5,0.001,1.12,0.06,0.498,0.027,0.003,0.004,0.0002,0.001,0.005,0.98,45,0,10,2,1593,1574,1515,59,31,6.09,1
0.375,0.76,0.26,0.0029,0.24,0.11,0.043,0.023,0.002,0.006,0,0,0.004,0.94,49,0,7,7,1569,1554,1499,55,34,4.75,1
0.412,0.76,0.27,0.001,1.14,0.29,0.277,0.031,0.002,0.004,0.0002,0.002,0.01,0.89,49,0,9,7,1566,1552,1492,60,38,5.63,1
0.412,0.76,0.27,0.001,1.14,0.29,0.277,0.031,0.002,0.004,0.0002,0.002,0.01,0.89,49,0,9,7,1566,1552,1492,60,38,5.63,1
0.618,0.77,1.78,0.006,0.47,0.12,0.043,0.015,0.007,0.005,0.0003,0.002,0.007,1.32,72,0,3,22,1518,1504,1467,37,30,1.25,1
0.618,0.77,1.78,0.006,0.47,0.12,0.043,0.015,0.007,0.005,0.0003,0.002,0.007,1.32,72,0,3,22,1518,1504,1467,37,30,1.25,1
0.409,0.78,0.23,0.001,1.16,0.26,0.277,0.027,0.002,0.006,0.0002,0.002,0.008,0.88,56,0,9,9,1573,1554,1492,62,36,5.27,1
0.409,0.78,0.23,0.001,1.16,0.26,0.277,0.027,0.002,0.006,0.0002,0.002,0.008,0.88,56,0,9,9,1573,1554,1492,62,36,5.27,1
0.321,0.33,0.13,0.001,1.42,3.01,0.55,0.017,0.002,0.114,0.0002,0.009,0.025,0.88,54,0,9,10,1559,1546,1491,55,31,5.62,1
0.321,0.33,0.13,0.001,1.42,3.01,0.55,0.017,0.002,0.114,0.0002,0.009,0.025,0.88,54,0,9,10,1559,1546,1491,55,31,5.62,1
0.305,0.31,0.12,0,1.44,3.01,0.556,0.013,0.002,0.125,0.0002,0.009,0.022,0.9,48,0,9,11,1559,1545,1491,54,29,5.79,1
0.305,0.31,0.12,0,1.44,3.01,0.556,0.013,0.002,0.125,0.0002,0.009,0.022,0.9,48,0,9,11,1559,1545,1491,54,29,5.79,1
0.621,0.76,1.77,0.002,0.5,0.1,0.055,0.018,0.006,0.006,0.0002,0.001,0.006,1.25,51,0,10,7,1501,1501,1464,37,25,2.48,1
0.621,0.76,1.77,0.002,0.5,0.1,0.055,0.018,0.006,0.006,0.0002,0.001,0.006,1.25,51,0,10,7,1501,1501,1464,37,25,2.42,1
0.616,0.75,1.75,0.002,0.45,0.13,0.041,0.016,0.008,0.006,0.0003,0.002,0.007,1.38,51,0,9,13,1540,1500,1467,33,35,2.14,1
0.616,0.75,1.75,0.002,0.45,0.13,0.041,0.016,0.008,0.006,0.0003,0.002,0.007,1.38,51,0,9,13,1585,1527,1467,60,35,2.47,1
0.363,0.63,0.23,0,1,3.18,0.647,0.013,0.002,0.196,0.0002,0.011,0.036,0.8,50,0,10,9,1566,1549,1486,63,39,5.06,1
0.363,0.63,0.23,0,1,3.18,0.647,0.013,0.002,0.196,0.0002,0.011,0.036,0.8,50,0,10,9,1566,1549,1486,63,39,5.06,1
0.406,0.86,0.32,0.001,1.1,0.32,0.15,0.028,0.003,0.079,0.0002,0.002,0.007,1.46,54,0,4,29,1537,1537,1491,46,30,2.36,1
0.406,0.86,0.32,0.001,1.1,0.32,0.15,0.028,0.003,0.079,0.0002,0.002,0.007,1.46,54,0,4,29,1537,1537,1491,46,30,2.1,1
0.262,0.65,0.07,0.002,1.2,0.62,0.872,0.005,0.001,0.261,0.0002,0.004,0.011,0.91,47,0,10,10,1580,1562,1502,60,48,5.23,1
0.262,0.65,0.07,0.002,1.2,0.62,0.872,0.005,0.001,0.261,0.0002,0.004,0.011,0.91,47,0,10,10,1580,1562,1502,60,48,5.23,1
0.168,1.21,0.35,0.001,0.11,0.13,0.073,0.018,0.002,0.056,0.0002,0,0.005,0.95,134,0,7,26,1579,1570,1513,57,35,4.94,1
0.168,1.21,0.35,0.001,0.11,0.13,0.073,0.018,0.002,0.056,0.0002,0,0.005,0.95,134,0,7,26,1579,1570,1513,57,35,4.94,1
0.625,0.76,1.75,0.002,0.47,0.08,0.032,0.017,0.009,0.006,0.0003,0.001,0.006,1.41,48,0,3,30,1502,1502,1467,35,30,2.34,1
0.625,0.76,1.75,0.002,0.47,0.08,0.032,0.017,0.009,0.006,0.0003,0.001,0.006,1.41,48,0,3,30,1502,1502,1467,35,30,2.41,1
0.17,1.23,0.33,0.001,0.13,0.13,0.06,0.039,0.003,0.064,0.0002,0.001,0.006,0.88,105,0,9,16,1580,1570,1513,57,35,4.92,1
0.17,1.23,0.33,0.001,0.13,0.13,0.06,0.039,0.003,0.064,0.0002,0.001,0.006,0.88,105,0,9,16,1580,1570,1513,57,35,4.92,1
0.184,0.8,0.24,0.032,1.02,1.25,0.236,0.027,0.002,0.005,0.0003,0.004,0.019,1.38,58,0,10,12,1563,1563,1507,56,35,2.16,1
0.184,0.8,0.24,0.032,1.02,1.25,0.236,0.027,0.002,0.005,0.0003,0.004,0.019,1.38,58,0,10,12,1563,1563,1507,56,35,2.27,1
0.169,1.24,0.33,0.001,0.15,0.12,0.064,0.028,0.003,0.059,0.0002,0.002,0.006,0.84,97,0,11,2,1587,1566,1513,53,35,4.97,1
0.169,1.24,0.33,0.001,0.15,0.12,0.064,0.028,0.003,0.059,0.0002,0.002,0.006,0.84,97,0,11,2,1587,1566,1513,53,35,4.97,1
0.218,1.31,0.26,0.002,0.15,0.11,0.047,0.032,0.001,0.006,0.0002,0.001,0.006,0.89,42,0,12,2,1578,1563,1507,56,30,5.88,1
0.218,1.31,0.26,0.002,0.15,0.11,0.047,0.032,0.001,0.006,0.0002,0.001,0.006,0.89,42,0,12,2,1578,1563,1507,56,30,5.88,1
0.316,0.31,0.08,0.001,1.41,3.03,0.549,0.01,0.001,0.115,0.0002,0.012,0.02,0.91,53,0,11,3,1561,1542,1491,51,35,4.68,1
0.316,0.31,0.08,0.001,1.41,3.03,0.549,0.01,0.001,0.115,0.0002,0.012,0.02,0.91,53,0,11,3,1561,1542,1491,51,35,4.68,1
0.622,0.75,1.75,0,0.45,0.05,0.026,0.023,0.007,0.004,0.0002,0.001,0.005,1.45,50,0,10,14,1500,1500,1467,33,40,2.1,1
0.622,0.75,1.75,0,0.45,0.05,0.026,0.023,0.007,0.004,0.0002,0.001,0.005,1.45,50,0,10,14,1500,1500,1467,33,40,2.47,1
0.318,0.3,0.1,0,1.4,3.02,0.556,0.013,0.002,0.12,0.0002,0.011,0.026,0.89,33,0,11,4,1559,1550,1491,59,35,4.93,1
0.318,0.3,0.1,0,1.4,3.02,0.556,0.013,0.002,0.12,0.0002,0.011,0.026,0.89,33,0,11,4,1559,1550,1491,59,35,4.93,1
0.126,0.81,0.3,0.006,12.51,0.59,0.163,0.027,0,0.031,0.0002,0.008,0.032,1.6,118,0,12,4,1545,1545,1490,55,45,2.13,1
0.126,0.81,0.3,0.006,12.51,0.59,0.163,0.027,0,0.031,0.0002,0.008,0.032,1.6,118,0,12,4,1545,1545,1490,55,45,2.47,1
0.401,0.86,0.29,0.039,1.15,0.22,0.197,0.03,0.002,0.006,0.0003,0.002,0.009,1.36,51,0,12,6,1543,1543,1493,50,30,2.18,1
0.401,0.86,0.29,0.039,1.15,0.22,0.197,0.03,0.002,0.006,0.0003,0.002,0.009,1.36,51,0,12,6,1543,1543,1493,50,30,2.18,1
0.401,0.85,0.3,0.002,1.11,0.3,0.169,0.021,0.002,0.071,0.0001,0,0.008,1.36,60,0,10,18,1538,1538,1491,47,30,2.26,1
0.401,0.85,0.3,0.002,1.11,0.3,0.169,0.021,0.002,0.071,0.0001,0,0.008,1.36,60,0,10,18,1538,1538,1491,47,30,2.37,1
0.622,0.76,1.78,0.006,0.47,0.09,0.039,0.015,0.006,0.006,0.0002,0.001,0.006,1.29,52,0,9,23,1520,1504,1467,37,28,2.35,1
0.622,0.76,1.78,0.006,0.47,0.09,0.039,0.015,0.006,0.006,0.0002,0.001,0.006,1.29,52,0,9,23,1520,1504,1467,37,28,2.21,1
0.17,0.59,0.25,0.01,1.63,1.53,0.28,0.027,0.002,0.007,0.0002,0.005,0.029,0.92,72,0,12,8,1575,1559,1505,54,40,5.62,1
0.17,0.59,0.25,0.01,1.63,1.53,0.28,0.027,0.002,0.007,0.0002,0.005,0.029,0.92,72,0,12,8,1575,1559,1505,54,40,5.62,1
0.318,0.31,0.1,0.001,1.43,3.04,0.562,0.016,0.002,0.116,0.0001,0.015,0.025,0.81,47,0,10,19,1565,1551,1491,60,36,4.89,1
0.318,0.31,0.1,0.001,1.43,3.04,0.562,0.016,0.002,0.116,0.0001,0.015,0.025,0.81,47,0,10,19,1565,1551,1491,60,36,4.89,1
0.62,0.76,1.75,0.001,0.45,0.17,0.06,0.017,0.006,0.004,0.0002,0.002,0.007,1.39,37,0,12,9,1503,1503,1467,36,25,2.33,1
0.62,0.76,1.75,0.001,0.45,0.17,0.06,0.017,0.006,0.004,0.0002,0.002,0.007,1.39,37,0,12,9,1503,1503,1467,36,25,2.12,1
0.53,0.83,0.23,0.005,1.07,1.67,0.493,0.025,0.002,0.105,0.0002,0.006,0.021,0.91,57,0,4,11,1546,1529,1477,52,43,4.64,1
0.53,0.83,0.23,0.005,1.07,1.67,0.493,0.025,0.002,0.105,0.0002,0.006,0.021,0.91,57,0,4,11,1546,1529,1477,52,43,4.64,1
0.623,0.8,1.78,0.001,0.46,0.14,0.056,0.025,0.007,0.006,0.0002,0.002,0.006,1.38,50,0,9,27,1500,1500,1467,33,30,2.38,1
0.623,0.8,1.78,0.001,0.46,0.14,0.056,0.025,0.007,0.006,0.0002,0.002,0.006,1.38,50,0,9,27,1500,1500,1467,33,30,2.26,1
0.395,0.82,0.24,0.028,1.03,0.09,0.182,0.025,0.002,0.004,0.0002,0.001,0.007,1.42,66,0,10,20,1539,1539,1492,47,30,2.33,1
0.395,0.82,0.24,0.028,1.03,0.09,0.182,0.025,0.002,0.004,0.0002,0.001,0.007,1.42,66,0,10,20,1539,1539,1492,47,30,2.5,1
0.415,0.8,0.26,0.029,1.01,0.12,0.18,0.026,0.002,0.005,0.0002,0.001,0.007,1.54,42,0,2,6,1543,1543,1494,49,30,2.47,1
0.415,0.8,0.26,0.029,1.01,0.12,0.18,0.026,0.002,0.005,0.0002,0.001,0.007,1.54,42,0,2,6,1543,1543,1494,49,30,2.39,1
0.31,0.32,0.08,0.001,1.41,3.04,0.549,0.014,0.002,0.124,0.0001,0.016,0.028,0.87,56,0,12,12,1563,1552,1491,61,35,4.97,1
